Atopobium minutum ATCC 33267,NA,NA,NA,animal-associated habitat,1381,13208
Lactobacillus salivarius UCC118,NA,NA,NA,animal-associated habitat,362948,13280
Streptococcus pyogenes M49 591,NA,NA,NA,animal-associated habitat,294934,13286
Azoarcus sp. BH72,NA,NA,NA,plant-associated habitat,62928,13217
Azospirillum brasilense,NA,NA,NA,plant-associated habitat,192,13216
Chlamydia trachomatis F/IC-Cal3,NA,NA,NA,animal-associated habitat,527018,29787
Yersinia ruckeri ATCC 29473,NA,NA,NA,animal-associated habitat,527005,29769
Yersinia rohdei ATCC 43380,NA,NA,NA,animal-associated habitat,527004,29767
Yersinia kristensenii WA 948,NA,NA,NA,animal-associated habitat,527015,29763
Yersinia kristensenii WE 180/98,NA,NA,NA,animal-associated habitat,527016,29765
Yersinia kristensenii 490,NA,NA,NA,animal-associated habitat,527014,29761
Yersinia kristensenii ATCC 33638,NA,NA,NA,animal-associated habitat,527012,29757
Yersinia frederiksenii 867,NA,NA,NA,animal-associated habitat,527011,29753
Yersinia frederiksenii 7175,NA,NA,NA,animal-associated habitat,527010,29751
Yersinia frederiksenii WE 83/02,NA,NA,NA,animal-associated habitat,527008,29747
Yersinia frederiksenii WA 935,NA,NA,NA,animal-associated habitat,527006,29789
Chlamydia trachomatis F1,NA,NA,NA,animal-associated habitat,527017,29737
Bacillus thuringiensis IBL 4222,NA,NA,NA,animal-associated habitat,527020,29735
Bacillus thuringiensis IBL 200,NA,NA,NA,animal-associated habitat,527019,29733
Bacillus thuringiensis sv berliner ATCC 10792,NA,NA,NA,animal-associated habitat,527031,29723
Bacillus thuringiensis sv pakistani t13001,NA,NA,NA,animal-associated habitat,527027,29721
Bacillus thuringiensis sv thuringiensis T01001,NA,NA,NA,animal-associated habitat,527025,29719
Bacillus thuringiensis sv kurstaki T03a001,NA,NA,NA,animal-associated habitat,527023,29711
Bacillus cereus AH1273,NA,NA,NA,animal-associated habitat,526994,29699
Bacillus cereus AH1272,NA,NA,NA,animal-associated habitat,526993,29697
Bacillus cereus F65185,NA,NA,NA,animal-associated habitat,526989,29689
Bacillus cereus 95/8201,NA,NA,NA,animal-associated habitat,526979,29669
Bacillus cereus R309803,NA,NA,NA,animal-associated habitat,526968,29647
Bacillus cereus 172560W,NA,NA,NA,animal-associated habitat,526967,29645
Acinetobacter baumannii WBA9388,NA,NA,NA,animal-associated habitat,526964,29639
Yersinia frederiksenii WA 933,NA,NA,NA,animal-associated habitat,527007,29745
Xanthomonas axonopodis XV101  306,NA,NA,NA,plant-associated habitat,190486,297
Escherichia coli NC-7,NA,NA,NA,animal-associated habitat,531853,29837
Yersinia frederiksenii CNY 867,NA,NA,NA,animal-associated habitat,527009,29749
Mannheimia succiniciproducens MBEL55E,NA,NA,NA,animal-associated habitat,221988,13068
Salmonella enterica Typhi Ty21a,NA,NA,NA,cultured habitat,527001,29739
Salmonella paratyphi SARB42,NA,NA,NA,animal-associated habitat,295319,13086
Mesoplasma florum L1,NA,NA,NA,plant-associated habitat,265311,10650
Bacteroides fragilis YCH46,NA,NA,NA,animal-associated habitat,295405,13067
Mycoplasma hyopneumoniae 232,NA,NA,NA,animal-associated habitat,295358,13120
Shigella sonnei Ss046,NA,NA,NA,animal-associated habitat,300269,13151
Yersinia kristensenii 105,NA,NA,NA,animal-associated habitat,527013,29759
Mycoplasma synoviae 53,NA,NA,NA,animal-associated habitat,262723,10676
Leptospira interrogans Fiocruz L1-130,NA,NA,NA,animal-associated habitat,267671,10687
Ehrlichia ruminantium Welgevonden  CIRAD,NA,NA,NA,animal-associated habitat,254945,13355
Actinobacillus succinogenes 130Z,NA,NA,NA,animal-associated habitat,339671,13370
Agrobacterium vitis biovar III  S4,NA,NA,NA,plant-associated habitat,311402,13372
Burkholderia glumae,NA,NA,NA,plant-associated habitat,337,13405
Helicobacter mustelae ATCC 43772,NA,NA,NA,animal-associated habitat,217,13426
Lactobacillus reuteri 100-23,NA,NA,NA,animal-associated habitat,349123,13431
Listeria ivanovii PAM55,NA,NA,NA,animal-associated habitat,1638,13441
Pseudoalteromonas atlantica T6c,NA,NA,NA,animal-associated habitat,342610,13454
Pseudoalteromonas tunicata D2,NA,NA,NA,animal-associated habitat,87626,13456
Neisseria  ST-640,NA,NA,NA,animal-associated habitat,486,13472
Bifidobacterium breve UCC2003 (NCIMB8807),NA,NA,NA,animal-associated habitat,326426,13487
Burkholderia ambifaria AMMD,NA,NA,NA,plant-associated habitat,339670,13490
Borrelia turicatae 91E135,NA,NA,NA,animal-associated habitat,314724,13597
Enterococcus faecium E980,NA,NA,NA,animal-associated habitat,529885,29607
Borrelia garinii Far04,NA,NA,NA,animal-associated habitat,519049,29573
Rhizobium etli Kim 5,NA,NA,NA,plant-associated habitat,526950,29555
Rhizobium etli 8C-3,NA,NA,NA,plant-associated habitat,538025,29559
Rhizobium etli Brasil 5,NA,NA,NA,plant-associated habitat,526949,29557
Rhizobium etli GR56,NA,NA,NA,plant-associated habitat,526947,29561
Rhizobium etli IE4771,NA,NA,NA,plant-associated habitat,526946,29563
Rhizobium etli CIAT 894,NA,NA,NA,plant-associated habitat,526945,29565
Acinetobacter baumannii WBL7215,NA,NA,NA,animal-associated habitat,526963,29635
Burkholderia mallei PRL7,NA,NA,NA,animal-associated habitat,536228,29575
Acinetobacter baumannii WBL7355,NA,NA,NA,animal-associated habitat,526962,29633
Wolbachia endosymbiont of drosophila ananassae (Drosophila ananassae),NA,NA,NA,animal-associated habitat,307502,13365
Xenorhabdus bovienii SS-2004,NA,NA,NA,animal-associated habitat,406818,13399
Wolbachia endosymbiont of drosophila simulans Drosophila simulans,NA,NA,NA,animal-associated habitat,77038,13364
Xenorhabdus nematophila ATCC19061,NA,NA,NA,animal-associated habitat,406817,13400
Agrobacterium tumefaciens biovar II K84,NA,NA,NA,plant-associated habitat,311403,13402
Mycoplasma orale,NA,NA,NA,animal-associated habitat,2121,13417
Lactobacillus helveticus CNRZ32,NA,NA,NA,animal-associated habitat,1587,13430
Rhizobium tropici PRF 81,NA,NA,NA,plant-associated habitat,363754,13459
Bacteroides vulgatus ATCC 8482,NA,NA,NA,animal-associated habitat,435590,13378
Prochloron didemni,NA,NA,NA,animal-associated habitat,1216,13452
Bartonella bacilliformis,NA,NA,NA,animal-associated habitat,774,13486
Mycoplasma hyopneumoniae J,NA,NA,NA,terrestrial habitat,262719,10675
Ehrlichia ruminantium GARDES,NA,NA,NA,animal-associated habitat,302409,13356
Enterobacter cloacae,NA,NA,NA,animal-associated habitat,550,13379
Spiroplasma citri,NA,NA,NA,plant-associated habitat,2133,13401
Listeria grayi CLIP12515,NA,NA,NA,plant-associated habitat,1641,13440
Moraxella catarrhalis,NA,NA,NA,animal-associated habitat,480,13412
Mycoplasma haemofelis,NA,NA,NA,animal-associated habitat,29501,13416
Legionella hackeliae LLAP10,NA,NA,NA,animal-associated habitat,449,13436
Candidatus Phytoplasma maize bushy stunt phytoplasma,NA,NA,NA,organism-associated habitat,202462,13619
Paenibacillus larvae BRL-230010,NA,NA,NA,animal-associated habitat,392917,13476
Parabacteroides distasonis ATCC 8503,NA,NA,NA,animal-associated habitat,435591,13485
Haemophilus influenzae R2846,NA,NA,NA,animal-associated habitat,262727,9620
Haemophilus influenzae R2866,NA,NA,NA,animal-associated habitat,262728,9621
Ehrlichia canis Jake,NA,NA,NA,animal-associated habitat,269484,10694
Streptococcus pyogenes M28 MGAS6180,NA,NA,NA,animal-associated habitat,319701,13887
Streptococcus pyogenes M1 MGAS5005,NA,NA,NA,animal-associated habitat,293653,13888
Ehrlichia chaffeensis Sapulpa,NA,NA,NA,animal-associated habitat,332415,13916
Burkholderia cenocepacia AU 1054,NA,NA,NA,animal-associated habitat,331271,13919
eubacterium biforme VPI C17-5  DSM 3989,NA,NA,NA,animal-associated habitat,518637,29269
Providencia alcalifaciens DSM 30120,NA,NA,NA,animal-associated habitat,520999,29297
Providencia rettgeri DSM 1131,NA,NA,NA,animal-associated habitat,521000,29299
Methanobrevibacter smithii B181  DSM 11975,NA,NA,NA,animal-associated habitat,521001,29301
Methanobrevibacter smithii F1  DSM 2374,NA,NA,NA,animal-associated habitat,521002,29303
Collinsella intestinalis DSM 13280,NA,NA,NA,animal-associated habitat,521003,29307
Streptobacillus moniliformis DSM 12112,NA,NA,NA,animal-associated habitat,519441,29309
Haemophilus influenzae 6P18H1,NA,NA,NA,animal-associated habitat,521004,29317
Haemophilus influenzae 7P49H1,NA,NA,NA,animal-associated habitat,521005,29319
Neisseria gonorrhoeae NCCP11945,NA,NA,NA,animal-associated habitat,521006,29335
Borrelia burgdorferi N40,NA,NA,NA,animal-associated habitat,521007,29357
Gordonia bronchialis DSM 43247,NA,NA,NA,animal-associated habitat,526226,29549
Brachyspira murdochii 56-150  DSM 12563,NA,NA,NA,animal-associated habitat,526224,29543
Sebaldella termitidis ATCC 33386,NA,NA,NA,animal-associated habitat,526218,29539
Anaerococcus prevotii PC 1  DSM 20548,NA,NA,NA,animal-associated habitat,525919,29533
Desulfovibrio desulfuricans 27774,NA,NA,NA,animal-associated habitat,525146,29493
Candidatus Phytoplasma,NA,NA,NA,plant-associated habitat,59748,29469
Leptotrichia buccalis C-1013-b  DSM 1135,NA,NA,NA,animal-associated habitat,523794,29445
Capnocytophaga ochracea DSM 7271,NA,NA,NA,animal-associated habitat,521097,29403
Atopobium parvulum IPP 1246  DSM 20469,NA,NA,NA,animal-associated habitat,521095,29401
Haemophilus influenzae R393,NA,NA,NA,animal-associated habitat,520728,29379
Haemophilus influenzae R1838,NA,NA,NA,animal-associated habitat,520727,29377
Haemophilus influenzae NML-20,NA,NA,NA,animal-associated habitat,520726,29375
Haemophilus influenzae 22.1-24,NA,NA,NA,animal-associated habitat,520729,29373
Borrelia burgdorferi DN127,NA,NA,NA,animal-associated habitat,521010,29363
Borrelia burgdorferi 297,NA,NA,NA,animal-associated habitat,521009,29361
Borrelia burgdorferi JD1,NA,NA,NA,animal-associated habitat,521008,29359
Rhizobium etli CFN42,NA,NA,NA,plant-associated habitat,347834,13932
Leptospira interrogans 56601,NA,NA,NA,animal-associated habitat,189518,293
Candidatus Blochmannia candidatus blochmannia pennsylvanicus BPEN,NA,NA,NA,animal-associated habitat,291272,13875
Mycobacterium tuberculosis EAS054,NA,NA,NA,animal-associated habitat,520140,29329
Mycoplasma mobile 163K,NA,NA,NA,animal-associated habitat,267748,10697
Xanthomonas euvesicatoria 85-10,NA,NA,NA,plant-associated habitat,316273,13649
Chlamydia trachomatis HAR-13,NA,NA,NA,animal-associated habitat,315277,13885
Rickettsia felis URRWXCal2,NA,NA,NA,animal-associated habitat,315456,13884
Xanthomonas campestris 8004,NA,NA,NA,plant-associated habitat,314565,15
Streptococcus pneumoniae 670-6B,NA,NA,NA,animal-associated habitat,189423,292
Fusobacterium nucleatum ATCC 49256,NA,NA,NA,animal-associated habitat,209882,1419
Vibrio vulnificus YJ016,NA,NA,NA,animal-associated habitat,196600,1430
Ehrlichia ruminantium Welgevonden  ARC-OVI,NA,NA,NA,animal-associated habitat,254945,9614
Escherichia coli HS,NA,NA,NA,animal-associated habitat,331112,13959
Frankia sp. CcI3,NA,NA,NA,plant-associated habitat,106370,13963
Corynebacterium jeikeium K411,NA,NA,NA,animal-associated habitat,306537,13967
Rickettsia bellii RML369-C,NA,NA,NA,animal-associated habitat,336407,13996
Candidatus Riesia candidatus riesia pediculicola USDA,NA,NA,NA,animal-associated habitat,515618,29065
Streptococcus pneumoniae BS457,NA,NA,NA,animal-associated habitat,512768,29067
Streptococcus pneumoniae BS458,NA,NA,NA,animal-associated habitat,512769,29069
Eubacterium rectale ATCC33656,NA,NA,NA,animal-associated habitat,515619,29071
Streptococcus pneumoniae BS397,NA,NA,NA,animal-associated habitat,512767,29075
Clostridium botulinum Ba4 657,NA,NA,NA,animal-associated habitat,515621,29077
Butyrivibrio clostridium proteoclasticum B316,NA,NA,NA,animal-associated habitat,515622,29153
Mycobacterium tuberculosis T92,NA,NA,NA,animal-associated habitat,515617,29169
Anaplasma marginale Mississippi,NA,NA,NA,animal-associated habitat,517436,29205
Anaplasma marginale Puerto Rico,NA,NA,NA,animal-associated habitat,517437,29207
Corynebacterium urealyticum DSM 7109,NA,NA,NA,animal-associated habitat,504474,29211
Burkholderia sp. H160,NA,NA,NA,plant-associated habitat,516466,29197
Bifidobacterium breve DSM 20213,NA,NA,NA,animal-associated habitat,518634,29259
Colwellia sp. MT41,NA,NA,NA,animal-associated habitat,58049,29235
Bifidobacterium angulatum DSM 20098,NA,NA,NA,animal-associated habitat,518635,29261
Clostridium asparagiforme DSM 15981,NA,NA,NA,animal-associated habitat,518636,29263
Mycoplasma capricolum 959,NA,NA,NA,animal-associated habitat,2095,96
Escherichia coli E24377A (ETEC),NA,NA,NA,animal-associated habitat,331111,13960
Streptococcus sobrinus 6715,NA,NA,NA,animal-associated habitat,246202,1420
Brucella abortus 9-941,NA,NA,NA,animal-associated habitat,262698,9619
Streptococcus sanguinis SK36,NA,NA,NA,animal-associated habitat,388919,13942
Lactobacillus rhamnosus HN001,NA,NA,NA,animal-associated habitat,486408,29219
Rickettsia sibirica 246,NA,NA,NA,animal-associated habitat,272951,1414
Mycoplasma arthritidis 158L3-1,NA,NA,NA,animal-associated habitat,243272,1422
Burkholderia mallei NCTC 10247,NA,NA,NA,animal-associated habitat,320389,13946
Photorhabdus luminescens TT01,NA,NA,NA,animal-associated habitat,243265,9605
Candidatus Phytoplasma onion yellows phytoplasma OY-M,NA,NA,NA,plant-associated habitat,262768,9615
Burkholderia mallei 10399,NA,NA,NA,animal-associated habitat,412021,13944
Burkholderia mallei SAVP 1,NA,NA,NA,animal-associated habitat,320388,13947
Burkholderia mallei JHU,NA,NA,NA,animal-associated habitat,334803,13988
Streptococcus pneumoniae CGSP14,NA,NA,NA,animal-associated habitat,516950,29179
Burkholderia mallei NCTC 10229,NA,NA,NA,animal-associated habitat,412022,13943
Burkholderia mallei FMH,NA,NA,NA,animal-associated habitat,334802,13987
Anaplasma marginale Virginia,NA,NA,NA,animal-associated habitat,403779,29209
Mycobacterium tuberculosis 94_M4241A,NA,NA,NA,animal-associated habitat,515615,29165
Mycobacterium tuberculosis 02_1987,NA,NA,NA,animal-associated habitat,515616,29167
Staphylococcus epidermidis RP62A,NA,NA,NA,animal-associated habitat,176279,64
Helicobacter pylori 26695,NA,NA,NA,animal-associated habitat,85962,233
Helicobacter pylori J99,NA,NA,NA,animal-associated habitat,85963,234
Chlamydophila pneumoniae AR39,NA,NA,NA,animal-associated habitat,115711,247
Ureaplasma urealyticum ATCC 27817,NA,NA,NA,animal-associated habitat,518603,19415
Bifidobacterium animalis AD011,NA,NA,NA,animal-associated habitat,442563,19423
Burkholderia pseudomallei BCC215,NA,NA,NA,animal-associated habitat,441152,19491
Burkholderia pseudomallei NCTC 13177 (WKo97),NA,NA,NA,animal-associated habitat,441153,19493
Burkholderia pseudomallei 112,NA,NA,NA,animal-associated habitat,441154,19495
Burkholderia pseudomallei 14,NA,NA,NA,animal-associated habitat,441160,19507
Burkholderia pseudomallei DM98 (BCC11),NA,NA,NA,animal-associated habitat,441161,19509
Burkholderia oklahomensis C6786,NA,NA,NA,animal-associated habitat,441162,19535
Burkholderia oklahomensis E0147,NA,NA,NA,animal-associated habitat,441163,19537
Burkholderia thailandensis TXDOH,NA,NA,NA,animal-associated habitat,441165,19541
Francisella tularensis FSC147,NA,NA,NA,animal-associated habitat,441952,19571
Bradyrhizobium sp. ORS278,NA,NA,NA,plant-associated habitat,114615,19575
Lysinibacillus sphaericus C3-41,NA,NA,NA,animal-associated habitat,444177,19619
Francisella tularensis URFT1,NA,NA,NA,animal-associated habitat,445226,19645
Alistipes putredinis DSM 17216,NA,NA,NA,animal-associated habitat,445970,19655
Anaerofustis stercorihominis DSM 17244,NA,NA,NA,animal-associated habitat,445971,19657
Anaerotruncus colihominis DSM 17241,NA,NA,NA,animal-associated habitat,445972,19659
Streptococcus mutans NN2025,NA,NA,NA,animal-associated habitat,511691,28997
Butyrivibrio crossotus DSM 2876,NA,NA,NA,animal-associated habitat,511680,28999
Mycoplasma crocodyli MP145,NA,NA,NA,animal-associated habitat,512564,29021
Helicobacter pylori Shi470,NA,NA,NA,animal-associated habitat,512562,29045
Streptococcus pneumoniae G54 (MLST ST63),NA,NA,NA,animal-associated habitat,512566,29047
Staphylococcus aureus RF122 bovine,NA,NA,NA,animal-associated habitat,273036,63
Ruminococcus albus 8,NA,NA,NA,animal-associated habitat,246199,62
Salmonella typhimurium DT104,NA,NA,NA,animal-associated habitat,85569,232
Bartonella henselae Houston-1,NA,NA,NA,animal-associated habitat,283166,196
Salmonella enterica subsp. enterica serovar Dublin,NA,NA,NA,animal-associated habitat,98360,240
Staphylococcus aureus NCTC 8325,NA,NA,NA,cultured habitat,93061,237
Buchnera aphidicola APS,NA,NA,NA,animal-associated habitat,107806,245
Methylobacterium populi BJ001,NA,NA,NA,plant-associated habitat,441620,19559
Ureaplasma urealyticum K2  serovar 11,NA,NA,NA,animal-associated habitat,526347,19417
Ureaplasma urealyticum U24  serovar 12,NA,NA,NA,animal-associated habitat,550747,19419
Ochrobactrum anthropi ATCC 49188,NA,NA,NA,animal-associated habitat,439375,19485
Escherichia coli RS218 (NMEC),NA,NA,NA,animal-associated habitat,439184,19411
Burkholderia pseudomallei 9,NA,NA,NA,animal-associated habitat,441158,19503
Ureaplasma parvum ATCC 27818,NA,NA,NA,animal-associated habitat,519851,19413
Clavibacter michiganensis NCPPB 382,NA,NA,NA,plant-associated habitat,443906,19643
Burkholderia pseudomallei 7894,NA,NA,NA,animal-associated habitat,441156,19497
Francisella tularensis GA99-3548,NA,NA,NA,animal-associated habitat,442346,19573
Candidatus Sulcia candidatus sulcia muelleri GWSS,NA,NA,NA,animal-associated habitat,444179,19617
Neisseria gonorrhoeae FA1090,NA,NA,NA,animal-associated habitat,242231,23
Haemophilus influenzae Rd (KW20),NA,NA,NA,animal-associated habitat,71421,219
Mycobacterium tuberculosis CDC1551 (Oshkosh),NA,NA,NA,animal-associated habitat,83331,223
Mycobacterium tuberculosis H37Rv (lab strain),NA,NA,NA,animal-associated habitat,83332,224
Escherichia coli K12- MG1655,NA,NA,NA,animal-associated habitat,511145,225
Escherichia coli Sakai (EHEC),NA,NA,NA,animal-associated habitat,386585,226
Unclassified oceanospirillales bacterium 'osedax endosymbiont' Osedax endosymbiont,NA,NA,NA,animal-associated habitat,439485,19329
Clostridium bartlettii DSM 16795,NA,NA,NA,animal-associated habitat,445973,19661
clostridium ramosum DSM 1402,NA,NA,NA,animal-associated habitat,445974,19663
Collinsella stercoris DSM 13279,NA,NA,NA,animal-associated habitat,445975,19665
Elusimicrobium minutum Pei 191,NA,NA,NA,animal-associated habitat,445932,19701
Sanguibacter keddieii ST-74  DSM 10542,NA,NA,NA,animal-associated habitat,446469,19711
Borrelia afzelii ACA-1,NA,NA,NA,animal-associated habitat,445986,19841
Bacteroides stercoris ATCC 43183,NA,NA,NA,animal-associated habitat,449673,19859
Catenibacterium mitsuokai DSM 15897,NA,NA,NA,animal-associated habitat,451640,19923
Roseburia faecis M72/1,NA,NA,NA,animal-associated habitat,451638,19925
Ruminococcus sp. GM2/1,NA,NA,NA,animal-associated habitat,451639,19927
Phenylobacterium zucineum HLK1,NA,NA,NA,animal-associated habitat,450851,19931
Bacillus cereus H3081.97,NA,NA,NA,animal-associated habitat,451708,19957
Staphylococcus aureus D30,NA,NA,NA,animal-associated habitat,455227,19993
Clostridium butyricum 5521,NA,NA,NA,animal-associated habitat,447214,20023
Clostridium perfringens type B - ATCC 3626,NA,NA,NA,animal-associated habitat,451754,20027
Treponema pallidum SS14,NA,NA,NA,animal-associated habitat,455434,20067
Campylobacter hominis ATCC BAA-381,NA,NA,NA,animal-associated habitat,360107,20083
Akkermansia muciniphila ATCC BAA-835,NA,NA,NA,animal-associated habitat,349741,20089
Clostridium difficile QCD-66c26,NA,NA,NA,animal-associated habitat,455631,20093
Mannheimia haemolytica PHL213 (ST1),NA,NA,NA,animal-associated habitat,272629,221
Chlamydia muridarum MoPn / Nigg,NA,NA,NA,animal-associated habitat,243161,229
Streptococcus gordonii Challis CH1,NA,NA,NA,animal-associated habitat,467705,66
Nocardiopsis dassonvillei DSM 43111,NA,NA,NA,animal-associated habitat,446468,19709
Actinobacillus pleuropneumoniae 4074,NA,NA,NA,animal-associated habitat,228399,198
Actinobacillus pleuropneumoniae sv 5,NA,NA,NA,animal-associated habitat,44294,200
Chlamydophila caviae GPIC,NA,NA,NA,animal-associated habitat,227941,228
Pseudomonas syringae group genomosp. 3 T1,NA,NA,NA,plant-associated habitat,323,19697
Borrelia burgdorferi ZS7,NA,NA,NA,animal-associated habitat,445985,19839
Rickettsia prowazekii RP22,NA,NA,NA,animal-associated habitat,449216,19813
Borrelia burgdorferi Bol26,NA,NA,NA,animal-associated habitat,445984,19837
Rickettsia rickettsii Iowa,NA,NA,NA,animal-associated habitat,452659,19943
Borrelia burgdorferi 156a,NA,NA,NA,animal-associated habitat,445983,19835
Borrelia valaisiana VS116,NA,NA,NA,animal-associated habitat,445987,19843
Mycoplasma agalactiae VP20-L15/02,NA,NA,NA,animal-associated habitat,452658,19953
Candidatus Amoebophilus candidatus amoebophilus asiaticus 5a2,NA,NA,NA,organism-associated habitat,452471,19981
Staphylococcus aureus USA300_TCH959,NA,NA,NA,animal-associated habitat,450394,19921
Polynucleobacter necessarius STIR1,NA,NA,NA,organism-associated habitat,452638,19991
Clostridium perfringens type E - JGS1987,NA,NA,NA,animal-associated habitat,451755,20029
Clostridium botulinum type G,NA,NA,NA,soil,447213,20021
Clostridium perfringens type C - JGS1495,NA,NA,NA,animal-associated habitat,445334,20025
Clostridium perfringens CPE F4969,NA,NA,NA,animal-associated habitat,451756,20031
Clostridium perfringens NCTC 8239,NA,NA,NA,animal-associated habitat,451757,20033
Desulfotomaculum reducens MI-1,NA,NA,NA,sediment,349161,13424
Anaeromyxobacter dehalogenans 2CP-1,NA,NA,NA,sediment,455488,20095
Clostridium carboxidivorans P7,NA,NA,NA,sediment,536227,29495
Shewanella halifaxensis HAW-EB4,NA,NA,NA,sediment,458817,20241
Polaromonas sp. JS666,NA,NA,NA,sediment,296591,13121
Methanococcus maripaludis C6,NA,NA,NA,sediment,444158,19639
Pelobacter propionicus DSM 2379,NA,NA,NA,sediment,338966,13384
Desulfuromonas acetoxidans DSM 684,NA,NA,NA,sediment,281689,12551
Caulobacter vibrioides CB15,NA,NA,NA,sediment,190650,298
Bacillus selenitireducens MLS-10,NA,NA,NA,sediment,439292,13376
Sulfurospirillum deleyianum 5175  DSM 6946,NA,NA,NA,sediment,525898,29529
Sulfurimonas denitrificans ATCC 33889,NA,NA,NA,sediment,326298,13019
Methanosarcina barkeri Fusaro,NA,NA,NA,sediment,269797,103
Methanococcus voltae,NA,NA,NA,sediment,2188,13632
Bacillus sp. SG-1,NA,NA,NA,sediment,161544,19283
Geobacter sulfurreducens PCA,NA,NA,NA,sediment,243231,192
Clostridium kluyveri DSM 555,NA,NA,NA,sediment,431943,19065
Magnetospirillum gryphiswaldense MSR-1,NA,NA,NA,sediment,431944,19063
Arcobacter,NA,NA,NA,sediment,162154,19297
Methanothermococcus thermolithotrophicus,NA,NA,NA,sediment,2186,13627
Ralstonia pickettii 12D,NA,NA,NA,sediment,428406,18937
Methanococcus maripaludis C7,NA,NA,NA,sediment,426368,18819
Shewanella sediminis HAW-EB3T,NA,NA,NA,sediment,425104,18789
Colwellia psychrerythraea 34H,NA,NA,NA,sediment,167879,275
Beggiatoa sp. SS,NA,NA,NA,sediment,422288,18685
Beggiatoa sp. PS,NA,NA,NA,sediment,422289,18683
Methanococcus aeolicus Nankai-3,NA,NA,NA,sediment,419665,18641
Labrenzia aggregata IAM12614,NA,NA,NA,sediment,384765,18315
Methanocorpusculum labreanum Z,NA,NA,NA,sediment,410358,18109
Methanococcus vannielii SB,NA,NA,NA,sediment,406327,17889
Geobacter bemidjiensis Bem,NA,NA,NA,sediment,404380,17707
Shewanella piezotolerans WP3,NA,NA,NA,sediment,225849,17675
Methanococcus maripaludis C5,NA,NA,NA,sediment,402880,17641
Ralstonia pickettii 12J,NA,NA,NA,sediment,402626,17631
Candidatus Ovobacter candidatus ovobacter propellens Op_Nibab3,NA,NA,NA,sediment,439487,19335
Burkholderia multivorans ATCC 17616,NA,NA,NA,soil,395019,19401
Chlamydophila pneumoniae CWL029,NA,NA,NA,animal-associated habitat,115713,248
Bordetella petrii Se-1111R  DSM 12804,NA,NA,NA,sediment,340100,28135
Geobacter lovleyi SZ,NA,NA,NA,sediment,398767,17423
Salinispora arenicola CNS205,NA,NA,NA,sediment,391037,17109
Chlorobium ferrooxidans DSM 13031,NA,NA,NA,sediment,377431,16644
Clostridium  DSM 519,NA,NA,NA,sediment,499177,28575
Thermoanaerobacter  X514,NA,NA,NA,sediment,399726,16394
Halothermothrix orenii H 168,NA,NA,NA,sediment,373903,16377
Salinispora tropica CNB-440,NA,NA,NA,sediment,369723,16342
Methanoculleus marisnigri JR1,NA,NA,NA,sediment,368407,16330
Sulfolobus solfataricus P2,NA,NA,NA,sediment,273057,108
Alkaliphilus oremlandii OhILAs,NA,NA,NA,sediment,350688,16083
Geobacter uraniumreducens RF4,NA,NA,NA,sediment,351605,15768
Halorhodospira halophila SL1,NA,NA,NA,sediment,349124,15767
Methanosaeta methanothrix thermophila PT,NA,NA,NA,sediment,349307,15765
Mycobacterium vanbaalenii PYR-1,NA,NA,NA,sediment,350058,15761
Mycobacterium gilvum PYR-GCK,NA,NA,NA,sediment,350054,15760
Rhodobacter sphaeroides ATCC 17025,NA,NA,NA,sediment,349102,15755
Acidiphilium cryptum JF-5,NA,NA,NA,sediment,349163,15753
Desulfovibrio magneticus RS-1,NA,NA,NA,sediment,184917,15681
Clostridium botulinum Eklund 17B,NA,NA,NA,sediment,508765,28857
Hyperthermus butylicus DSM 5456,NA,NA,NA,sediment,415426,208
Dehalococcoides sp. CBDB1,NA,NA,NA,sediment,255470,15604
Desulfohalobium retbaense DSM 5692,NA,NA,NA,sediment,485915,29199
Polaromonas naphthalenivorans CJ2,NA,NA,NA,sediment,365044,13418
Nostoc punctiforme ATCC 29133,NA,NA,NA,sediment,63737,216
Pelobacter carbinolicus DSM 2380,NA,NA,NA,sediment,338963,13337
Shewanella putrefaciens CN-32,NA,NA,NA,sediment,319224,13393
Novosphingobium aromaticivorans DSM 12444 (F199),NA,NA,NA,sediment,279238,204
Shewanella amazonensis SB2B,NA,NA,NA,sediment,326297,13385
Azoarcus sp. EbN1,NA,NA,NA,sediment,76114,13242
Exiguobacterium sibiricum 255-15,NA,NA,NA,sediment,262543,10649
Desulfatibacillum alkenivorans AK-01,NA,NA,NA,sediment,439235,19449
Rhodoferax ferrireducens T118,NA,NA,NA,sediment,338969,13908
Shewanella sp. W3-18-1,NA,NA,NA,sediment,351745,13902
Halorhabdus utahensis AX-2  DSM 12940,NA,NA,NA,sediment,519442,29305
Archaeoglobus fulgidus VC-16,NA,NA,NA,sediment,224325,104
Candidatus Methanosphaerula candidatus methanosphaerula palustris E1-9c,NA,NA,NA,sediment,521011,29381
Cupriavidus metallidurans CH34,NA,NA,NA,sludge,266264,250
Sphaerobacter thermophilus 4ac11  DSM 20745,NA,NA,NA,sludge,479434,21087
Syntrophobacter fumaroxidans MPOB,NA,NA,NA,sludge,335543,13013
Comamonas testosteroni CNB1,NA,NA,NA,sludge,543891,29203
Methylobacillus flagellatus KT,NA,NA,NA,sludge,265072,10647
Pelotomaculum thermopropionicum SI,NA,NA,NA,sludge,370438,19023
Cupriavidus necator H16,NA,NA,NA,sludge,381666,13603
Parvibaculum lavamentivorans DS-1,NA,NA,NA,sludge,402881,17639
